hrs,year,getahead,class,health,sex,educ,racehisp
50,2012,Both equally,Middle class,Excellent,Female,16,White
40,2012,Both equally,Middle class,Excellent,Female,16,White
,2012,Luck or help,Middle class,Fair,Female,17,White
,2012,Hard work,Working class,Fair,Male,8,White
48,2012,Hard work,Working class,Good,Female,17,White
,2012,Hard work,Working class,Poor,Female,12,White
,2012,Hard work,Lower class,Good,Male,17,White
50,2012,Hard work,Middle class,Excellent,Male,15,White
,2012,Hard work,Middle class,Fair,Male,9,White
20,2012,Hard work,Upper class,Excellent,Female,16,White
,2012,Hard work,Middle class,Excellent,Female,16,White
,2012,Both equally,Middle class,Excellent,Female,19,White
,2012,Hard work,Middle class,Excellent,Female,20,White
30,2012,Both equally,Working class,Excellent,Male,16,White
55,2012,Both equally,Middle class,Excellent,Female,16,Hispanic
34,2012,Hard work,Working class,Fair,Male,12,White
40,2012,Hard work,Working class,Good,Male,18,Other
32,2012,Hard work,Working class,Excellent,Female,13,White
,2012,Both equally,Working class,Excellent,Female,18,White
50,2012,Both equally,Middle class,Good,Male,17,White
41,2012,Hard work,Working class,Good,Male,14,White
20,2012,Hard work,Middle class,Good,Female,18,White
37,2012,Hard work,Middle class,Fair,Female,16,White
60,2012,Both equally,Middle class,Excellent,Male,16,White
,2012,Hard work,Working class,Fair,Female,15,White
,2012,Hard work,Working class,Good,Male,12,White
,2012,Both equally,Middle class,Fair,Female,12,White
40,2012,Hard work,Working class,Fair,Female,5,Hispanic
,2012,Luck or help,Working class,Excellent,Male,12,White
64,2012,Hard work,Working class,Excellent,Male,10,White
,2012,Both equally,Lower class,Poor,Male,12,White
,2012,Hard work,Middle class,Fair,Female,15,White
,2012,Both equally,Middle class,Good,Female,16,White
,2012,Hard work,Working class,Excellent,Male,9,White
40,2012,Both equally,Working class,Good,Female,14,White
,2012,Hard work,Working class,Fair,Female,12,White
45,2012,Hard work,Middle class,Good,Female,14,White
5,2012,Hard work,Middle class,Excellent,Female,15,White
44,2012,Both equally,Middle class,Good,Male,16,White
30,2012,Hard work,Middle class,Good,Female,16,Other
,2012,Luck or help,Working class,Poor,Female,14,White
,2012,Both equally,Middle class,Good,Female,16,White
,2012,Both equally,Middle class,Fair,Female,14,White
38,2012,Hard work,Working class,Fair,Female,18,Hispanic
,2012,Both equally,Middle class,Good,Female,17,White
,2012,Hard work,Working class,Fair,Female,12,Black
40,2012,Hard work,Middle class,Good,Male,13,Black
40,2012,Both equally,Middle class,Good,Female,16,White
32,2012,Both equally,Middle class,Good,Male,15,White
60,2012,Hard work,Working class,Good,Female,12,Hispanic
25,2012,Hard work,Working class,Good,Female,15,Black
55,2012,Both equally,Middle class,Excellent,Male,17,White
45,2012,Hard work,Working class,Excellent,Male,18,Other
,2012,Hard work,Working class,Excellent,Male,13,Hispanic
40,2012,Hard work,Upper class,Good,Male,17,Hispanic
,2012,Hard work,Middle class,Good,Female,12,Other
50,2012,Hard work,Middle class,Excellent,Female,16,White
,2012,Hard work,Middle class,Good,Female,20,Black
,2012,Hard work,Middle class,Excellent,Female,16,White
20,2012,Hard work,Working class,Poor,Male,10,Hispanic
50,2012,Hard work,Middle class,Excellent,Female,19,White
12,2012,Luck or help,Middle class,Good,Male,20,White
,2012,Hard work,Working class,Fair,Female,16,White
16,2012,Hard work,Working class,Fair,Female,12,White
,2012,Hard work,Middle class,Excellent,Female,20,White
27,2012,Hard work,Working class,Good,Female,12,Black
40,2012,Hard work,Working class,Fair,Female,10,Black
40,2012,Hard work,Middle class,Good,Male,14,White
33,2012,Luck or help,Working class,Excellent,Male,11,White
60,2012,Hard work,Middle class,Poor,Female,16,White
,2012,Luck or help,Middle class,Fair,Male,12,White
40,2012,Hard work,Working class,Fair,Female,16,White
50,2012,Hard work,Upper class,Excellent,Male,16,White
,2012,Hard work,Upper class,Excellent,Female,12,White
65,2012,Hard work,Working class,Good,Male,14,White
80,2012,Hard work,Middle class,Excellent,Female,16,Hispanic
55,2012,Hard work,Middle class,Good,Male,20,White
,2012,Hard work,Middle class,Good,Female,11,White
,2012,Hard work,Upper class,Excellent,Female,16,White
,2012,Hard work,Middle class,Fair,Female,14,White
,2012,Hard work,Working class,Excellent,Female,14,Hispanic
40,2012,Hard work,Working class,Good,Male,11,Black
45,2012,Hard work,Working class,Good,Male,17,Hispanic
40,2012,Hard work,Working class,Good,Male,13,Black
35,2012,Hard work,Working class,Fair,Female,12,White
,2012,Both equally,Working class,Fair,Male,12,White
40,2012,Luck or help,Working class,Fair,Male,14,Black
40,2012,Hard work,Middle class,Good,Male,16,White
38,2012,Hard work,Working class,Good,Female,16,White
,2012,Hard work,Middle class,Fair,Female,12,White
12,2012,Hard work,Working class,Good,Female,12,White
40,2012,Both equally,Middle class,Good,Male,14,Other
55,2012,Hard work,Middle class,Excellent,Female,16,White
41,2012,Both equally,Middle class,Excellent,Male,18,White
,2012,Hard work,Middle class,Good,Female,18,Other
40,2012,Both equally,Middle class,Excellent,Male,16,White
60,2012,Hard work,Middle class,Excellent,Male,18,White
55,2012,Luck or help,Working class,Good,Male,12,White
40,2012,Both equally,Middle class,Good,Female,17,Other
,2012,Both equally,Middle class,Excellent,Male,20,White
38,2012,Hard work,Working class,Good,Female,18,Black
,2012,Hard work,Working class,Fair,Male,12,Black
12,2012,Both equally,Middle class,Fair,Female,14,White
42,2012,Luck or help,Working class,Fair,Female,16,White
18,2012,Hard work,Lower class,Fair,Male,11,White
45,2012,Hard work,Working class,Poor,Male,13,White
35,2012,Hard work,Middle class,Excellent,Female,12,White
40,2012,Hard work,Working class,Fair,Female,14,Hispanic
,2012,Hard work,Working class,Fair,Female,12,Black
40,2012,Luck or help,Working class,Good,Male,12,Black
48,2012,Hard work,Middle class,Poor,Male,12,White
40,2012,Hard work,Middle class,Fair,Male,20,Black
80,2012,Hard work,Working class,Good,Male,8,White
62,2012,Luck or help,Working class,Good,Male,12,Hispanic
40,2012,Both equally,Working class,Excellent,Male,6,Hispanic
60,2012,Hard work,Working class,Good,Male,18,White
,2012,Hard work,Lower class,Good,Male,14,White
40,2012,Hard work,Working class,Good,Female,13,Hispanic
45,2012,Hard work,Working class,Fair,Female,10,Hispanic
,2012,Hard work,Middle class,Good,Female,12,Hispanic
60,2012,Luck or help,Middle class,Good,Male,20,White
40,2012,Hard work,Middle class,Good,Male,17,White
,2012,Hard work,Working class,Excellent,Male,14,Black
45,2012,Hard work,,Excellent,Male,0,Black
,2012,Hard work,Lower class,Good,Male,12,White
,2012,Hard work,Middle class,Excellent,Male,16,White
45,2012,Hard work,Working class,Excellent,Female,14,White
,2012,Hard work,Middle class,Excellent,Female,16,White
8,2012,Hard work,Lower class,Fair,Male,9,Hispanic
16,2012,Hard work,Working class,Good,Male,8,Hispanic
,2012,Both equally,Working class,Fair,Female,9,Hispanic
,2012,Hard work,Lower class,Good,Female,12,Black
,2012,Luck or help,Upper class,Good,Female,12,Black
30,2012,Hard work,Working class,Fair,Male,9,Black
20,2012,Both equally,Middle class,Good,Male,15,Hispanic
,2012,Hard work,Working class,Fair,Female,7,Black
,2012,Both equally,Middle class,Fair,Male,14,Black
70,2012,Hard work,Working class,Good,Male,16,Other
35,2012,Hard work,Working class,Good,Male,12,White
,2012,Hard work,Lower class,Good,Female,12,White
60,2012,Hard work,Middle class,Fair,Female,15,White
20,2012,Both equally,Middle class,Good,Female,12,White
24,2012,Hard work,Working class,Excellent,Female,14,White
,2012,Hard work,Middle class,Fair,Female,18,White
,2012,Both equally,Middle class,Fair,Male,13,Black
,2012,Both equally,Middle class,Good,Female,11,Black
40,2012,Hard work,Working class,Excellent,Male,10,Hispanic
40,2012,Both equally,Working class,Excellent,Female,16,Black
35,2012,Hard work,Working class,Good,Male,12,Black
40,2012,Hard work,Middle class,Good,Female,12,Black
32,2012,Both equally,Working class,Fair,Female,10,White
45,2012,Hard work,Working class,Good,Female,14,White
,2012,Hard work,Middle class,Good,Female,12,Black
30,2012,Luck or help,Middle class,Fair,Male,10,Black
40,2012,Luck or help,Middle class,Excellent,Male,12,White
40,2012,Both equally,Working class,Fair,Female,12,Hispanic
,2012,Both equally,Working class,Fair,Female,6,Hispanic
,2012,Both equally,Lower class,Poor,Female,12,Hispanic
48,2012,Hard work,Working class,Fair,Female,6,Hispanic
89,2012,Both equally,Working class,Fair,Male,14,Black
40,2012,Hard work,Middle class,Excellent,Male,12,Hispanic
36,2012,Hard work,Working class,Good,Male,6,Other
,2012,Hard work,Working class,Fair,Female,11,Hispanic
25,2012,Hard work,Working class,Excellent,Female,15,Hispanic
,2012,Hard work,Working class,Good,Male,13,Hispanic
40,2012,Both equally,Working class,Good,Female,19,White
,2012,Luck or help,Middle class,Good,Female,16,Hispanic
50,2012,Hard work,Middle class,Good,Male,16,White
,2012,Hard work,Middle class,Excellent,Female,14,Black
,2012,Both equally,Working class,Poor,Male,10,Black
,2012,Both equally,Middle class,Poor,Male,12,White
,2012,Hard work,Middle class,Good,Female,13,White
40,2012,Both equally,Working class,Good,Male,12,Other
57,2012,Both equally,Working class,Good,Male,19,Other
80,2012,Hard work,Middle class,Good,Male,20,Other
50,2012,Luck or help,Middle class,Good,Male,17,Black
40,2012,Hard work,Middle class,Excellent,Male,12,Black
,2012,Luck or help,Middle class,Excellent,Male,13,Black
44,2012,Luck or help,Lower class,Fair,Male,20,Black
37,2012,Hard work,Middle class,Fair,Male,14,White
50,2012,Both equally,Working class,Good,Female,12,White
59,2012,Hard work,Working class,Excellent,Male,16,White
,2012,Hard work,Working class,Excellent,Female,14,Black
50,2012,Luck or help,Upper class,Excellent,Female,18,White
,2012,Hard work,Middle class,Excellent,Female,18,Hispanic
40,2012,Both equally,Middle class,Excellent,Female,16,White
,2012,Both equally,Middle class,Excellent,Female,13,White
20,2012,Hard work,Working class,Excellent,Male,15,Other
60,2012,Both equally,Middle class,Good,Male,11,White
46,2012,Hard work,Working class,Fair,Female,14,White
24,2012,Hard work,Working class,Good,Female,16,White
46,2012,Hard work,Working class,Good,Female,13,White
40,2012,Hard work,Middle class,Excellent,Female,20,White
40,2012,Hard work,Middle class,Excellent,Female,16,White
,2012,Hard work,Working class,Fair,Male,12,Hispanic
35,2012,Both equally,Working class,Good,Female,12,White
,2012,Luck or help,Lower class,Good,Male,9,Black
30,2012,Hard work,Working class,Good,Female,14,Black
,2012,Both equally,Lower class,Good,Female,14,White
,2012,Hard work,Working class,Good,Male,12,Black
,2012,Hard work,Middle class,Good,Male,18,White
,2012,Hard work,Middle class,Good,Female,15,Other
22,2012,Both equally,Middle class,Excellent,Male,15,White
30,2012,Hard work,Working class,Good,Female,12,White
60,2012,Both equally,Middle class,Fair,Male,14,White
,2012,Hard work,Lower class,Fair,Female,12,White
25,2012,Hard work,Middle class,Good,Female,11,White
42,2012,Hard work,Working class,Excellent,Female,14,White
,2012,Hard work,Working class,Poor,Female,14,White
40,2012,Both equally,Working class,Fair,Female,12,White
,2012,Hard work,Working class,Poor,Female,15,White
43,2012,Luck or help,Working class,Good,Male,15,White
,2012,Hard work,Working class,Excellent,Female,15,White
36,2012,Hard work,Working class,Fair,Male,12,Hispanic
,2012,Hard work,Working class,Good,Male,12,White
,2012,Hard work,Middle class,Excellent,Female,16,Hispanic
60,2012,Both equally,Working class,Good,Female,16,Other
,2012,Hard work,Working class,Excellent,Male,12,Other
,2012,Both equally,Lower class,Good,Female,13,Black
42,2012,Hard work,Working class,Good,Female,14,Hispanic
24,2012,Both equally,Middle class,Good,Female,12,White
,2012,Hard work,Middle class,Excellent,Female,12,White
18,2012,Hard work,Working class,Excellent,Female,13,Black
40,2012,Hard work,Working class,Excellent,Male,13,Black
19,2012,Hard work,Middle class,Good,Female,12,Black
,2012,Luck or help,Working class,Excellent,Male,12,Other
,2012,Hard work,Working class,Poor,Female,12,Black
45,2012,Hard work,Middle class,Good,Male,17,White
,2012,Both equally,Middle class,Fair,Male,16,Black
48,2012,Hard work,Middle class,Fair,Female,16,White
40,2012,Both equally,Working class,Good,Female,18,White
,2012,Luck or help,Working class,Poor,Male,9,White
,2012,Hard work,Working class,Good,Female,16,White
,2012,Hard work,Middle class,Good,Female,12,White
50,2012,Hard work,Middle class,Good,Female,18,White
20,2012,Hard work,Working class,Excellent,Female,9,Hispanic
32,2012,Luck or help,Working class,Fair,Male,14,Black
60,2012,Hard work,Middle class,Excellent,Female,15,Other
,2012,Hard work,Lower class,Poor,Female,16,Other
89,2012,Hard work,Middle class,Excellent,Male,16,White
,2012,Both equally,Middle class,Good,Male,14,Hispanic
50,2012,Hard work,Middle class,Excellent,Female,19,White
60,2012,Hard work,Middle class,Excellent,Male,15,White
60,2012,Both equally,Middle class,Good,Female,17,Hispanic
40,2012,Both equally,Middle class,Good,Male,14,White
,2012,Hard work,Lower class,Fair,Female,14,White
,2012,Hard work,Working class,Good,Male,20,White
35,2012,Hard work,Upper class,Good,Female,20,White
48,2012,Hard work,Working class,Good,Male,16,White
,2012,Hard work,Working class,Fair,Female,12,White
52,2012,Hard work,Middle class,Excellent,Male,13,White
41,2012,Both equally,Middle class,Good,Female,13,White
40,2012,Hard work,Working class,Good,Female,12,White
34,2012,Hard work,Working class,Good,Female,12,White
,2012,Hard work,Middle class,Fair,Female,12,White
40,2012,Luck or help,Middle class,Good,Female,20,White
30,2012,Hard work,Lower class,Good,Female,15,White
,2012,Hard work,Working class,Good,Female,12,Black
,2012,Hard work,Working class,Good,Female,11,White
,2012,Both equally,,Good,Male,14,Black
4,2012,Hard work,Lower class,Fair,Male,16,White
45,2012,Hard work,Working class,Good,Male,15,White
,2012,Hard work,Working class,Fair,Female,12,White
40,2012,Hard work,Middle class,Good,Male,13,White
45,2012,Hard work,Working class,Good,Male,13,White
,2012,Hard work,Lower class,Excellent,Male,8,Black
,2012,Hard work,Working class,Excellent,Female,14,Black
,2012,Hard work,Working class,Good,Female,16,White
,2012,Both equally,Working class,Fair,Female,12,White
46,2012,Luck or help,Working class,Good,Male,12,White
20,2012,Hard work,Working class,Excellent,Female,16,White
40,2012,Hard work,Middle class,Excellent,Male,18,Other
42,2012,Luck or help,Working class,Good,Male,14,White
,2012,Both equally,Lower class,Good,Female,16,White
60,2012,Hard work,Middle class,Good,Male,13,White
40,2012,Hard work,Working class,Good,Female,16,White
8,2012,Hard work,Middle class,Fair,Male,14,White
,2012,Hard work,Middle class,Excellent,Female,11,White
35,2012,Hard work,Middle class,Excellent,Female,17,White
,2012,Luck or help,Lower class,Excellent,Male,14,Black
36,2012,Hard work,Middle class,Good,Male,15,Other
,2012,Hard work,Working class,Excellent,Female,12,White
40,2012,Hard work,Middle class,Good,Female,15,White
,2012,Hard work,Middle class,Good,Female,13,White
60,2012,Both equally,Middle class,Good,Female,11,White
70,2012,Both equally,Working class,Excellent,Male,12,White
48,2012,Hard work,Working class,Excellent,Female,13,Hispanic
20,2012,Hard work,Working class,Good,Male,13,Hispanic
30,2012,Hard work,Working class,Good,Male,14,Hispanic
37,2012,Both equally,Working class,Fair,Female,8,Hispanic
,2012,Hard work,Working class,Good,Female,14,Hispanic
30,2012,Hard work,Working class,Fair,Female,13,Hispanic
42,2012,Hard work,Working class,Excellent,Male,15,Hispanic
40,2012,Hard work,Working class,Fair,Male,14,Other
39,2012,Both equally,Working class,Fair,Male,13,Black
60,2012,Both equally,Middle class,Excellent,Male,16,White
50,2012,Both equally,Working class,Excellent,Female,16,White
48,2012,Both equally,Middle class,Good,Male,16,White
80,2012,Hard work,Middle class,Excellent,Male,16,White
40,2012,Both equally,Middle class,Good,Female,13,White
,2012,Both equally,Middle class,Fair,Female,16,White
,2012,Hard work,Working class,Fair,Male,15,White
40,2012,Hard work,Middle class,Excellent,Male,16,White
,2012,Both equally,Working class,Good,Female,14,White
,2012,Hard work,Working class,Excellent,Female,14,White
,2012,Both equally,Middle class,Excellent,Female,16,Other
38,2012,Hard work,Working class,Good,Male,14,White
40,2012,Both equally,Middle class,Excellent,Male,14,Other
20,2012,Hard work,Working class,Good,Male,13,Hispanic
,2012,Hard work,Middle class,Good,Female,16,White
20,2012,Hard work,Working class,Good,Female,12,Hispanic
,2012,Hard work,Middle class,Excellent,Male,13,White
,2012,Hard work,Middle class,Good,Male,15,White
,2012,Luck or help,Working class,Poor,Male,12,White
,2012,Both equally,Middle class,Excellent,Female,12,White
,2012,Hard work,Middle class,Excellent,Male,14,Other
,2012,Hard work,Lower class,Good,Male,11,Black
60,2012,Both equally,Working class,Good,Male,12,Black
44,2012,Luck or help,Working class,Excellent,Male,12,Black
20,2012,Hard work,Middle class,Fair,Male,9,White
50,2012,Hard work,Middle class,Excellent,Male,12,White
55,2012,Hard work,Working class,Good,Male,12,White
,2012,Hard work,Working class,Fair,Female,12,White
,2012,Hard work,Lower class,Poor,Female,11,White
40,2012,Hard work,Working class,Fair,Male,16,White
,2012,Hard work,Lower class,Good,Female,14,Black
,2012,Luck or help,Working class,Good,Male,16,White
,2012,Hard work,Middle class,Fair,Female,16,White
50,2012,Hard work,Middle class,Good,Male,16,White
60,2012,Luck or help,Working class,Good,Male,13,White
,2012,Luck or help,Middle class,Excellent,Female,12,White
46,2012,Hard work,Working class,Good,Female,15,Black
40,2012,Hard work,Middle class,Good,Male,16,Black
16,2012,Hard work,Middle class,Good,Male,16,White
,2012,Both equally,Working class,Good,Female,9,Black
40,2012,Luck or help,,Excellent,Male,,Hispanic
20,2012,Both equally,Lower class,Good,Female,12,White
,2012,Hard work,Middle class,Good,Female,12,Black
35,2012,Hard work,Middle class,Good,Male,12,White
40,2012,Luck or help,Working class,Good,Female,12,White
40,2012,Hard work,Middle class,Good,Female,10,White
,2012,Hard work,Working class,Poor,Male,10,White
70,2012,Hard work,Working class,Excellent,Female,12,White
40,2012,Hard work,Working class,Good,Female,15,White
52,2012,Hard work,Working class,Good,Male,12,White
40,2012,Hard work,Middle class,Excellent,Male,12,White
,2012,Hard work,Working class,Fair,Male,10,White
40,2012,Hard work,Working class,Excellent,Male,12,White
,2012,Luck or help,Working class,Good,Male,11,White
,2012,Both equally,Middle class,Good,Female,12,White
,2012,Hard work,Working class,Good,Female,12,White
,2012,Both equally,Upper class,Fair,Female,12,Black
,2012,Hard work,Working class,Fair,Male,11,Black
40,2012,Hard work,Middle class,Excellent,Male,16,White
20,2012,Hard work,Working class,Good,Female,13,White
57,2012,Hard work,Working class,Excellent,Male,12,Hispanic
30,2012,Luck or help,Working class,Fair,Male,13,White
40,2012,Hard work,Middle class,Fair,Male,14,Hispanic
,2012,Hard work,Lower class,Poor,Female,12,White
20,2012,Hard work,Working class,Good,Male,13,Hispanic
,2012,Hard work,Middle class,Fair,Female,6,Hispanic
,2012,Hard work,Middle class,Excellent,Male,3,Black
,2012,Hard work,Working class,Fair,Female,12,Hispanic
40,2012,Hard work,Working class,Poor,Male,10,Black
39,2012,Hard work,Working class,Fair,Female,9,Hispanic
40,2012,Hard work,Working class,Poor,Male,16,Hispanic
40,2012,Hard work,Working class,Fair,Male,13,White
55,2012,Luck or help,Working class,Fair,Male,12,White
40,2012,Luck or help,Middle class,Good,Male,16,White
,2012,Hard work,Middle class,Good,Male,15,White
10,2012,Both equally,Middle class,Excellent,Female,18,White
40,2012,Hard work,Working class,Excellent,Female,13,Black
45,2012,Hard work,Middle class,Excellent,Female,14,White
60,2012,Both equally,Middle class,Good,Male,19,White
40,2012,Luck or help,Middle class,Excellent,Female,18,Black
,2012,Hard work,Working class,Good,Female,11,White
,2012,Hard work,Working class,Good,Female,12,Black
49,2012,Hard work,,Excellent,Male,16,White
,2012,Luck or help,Middle class,Good,Male,15,White
40,2012,Hard work,Working class,Good,Female,12,White
60,2012,Hard work,,Good,Female,14,White
49,2012,Hard work,Working class,Good,Male,13,White
,2012,Hard work,Working class,Good,Female,18,White
40,2012,Hard work,Working class,Fair,Male,11,White
44,2012,Hard work,Working class,Excellent,Female,14,White
,2012,Hard work,Working class,Excellent,Male,9,Black
48,2012,Hard work,Working class,Good,Female,16,Other
52,2012,Hard work,Working class,Good,Female,16,White
15,2012,Hard work,Working class,Good,Female,14,White
,2012,Hard work,Working class,Fair,Female,13,White
,2012,Luck or help,Working class,Fair,Female,12,White
,2012,Both equally,Middle class,Fair,Female,13,White
,2012,Hard work,Working class,Poor,Male,9,White
45,2012,Hard work,Working class,Fair,Male,13,Black
38,2012,Both equally,Lower class,Fair,Male,12,White
,2012,Hard work,Lower class,Fair,Male,15,White
10,2012,Both equally,Working class,Fair,Male,12,White
50,2012,Hard work,Working class,Good,Female,14,White
40,2012,Hard work,Working class,Excellent,Female,11,White
40,2012,Hard work,Working class,Excellent,Male,12,Hispanic
,2012,Both equally,Middle class,Good,Male,14,Hispanic
40,2012,Both equally,Working class,Fair,Male,13,White
,2012,Both equally,Middle class,Good,Female,12,White
55,2012,Hard work,Working class,Good,Male,16,White
60,2012,Hard work,Middle class,Good,Female,12,White
40,2012,Hard work,Working class,Fair,Male,12,White
4,2012,Hard work,Working class,Fair,Female,16,White
50,2012,Hard work,Middle class,Fair,Male,16,Black
50,2012,Luck or help,Middle class,Good,Male,14,White
,2012,Hard work,Middle class,Good,Female,12,White
,2012,Hard work,Working class,Good,Female,12,White
,2012,Luck or help,Working class,Fair,Male,12,White
40,2012,Both equally,Middle class,Excellent,Female,12,White
,2012,Hard work,Middle class,Good,Female,20,White
,2012,Hard work,Middle class,Good,Female,18,White
32,2012,Hard work,Middle class,Good,Female,12,White
,2012,Hard work,Middle class,Excellent,Male,12,White
,2012,Hard work,Working class,Good,Female,14,White
4,2012,Hard work,Middle class,Good,Female,14,White
15,2012,Hard work,Middle class,Good,Female,12,White
50,2012,Hard work,Middle class,Excellent,Male,16,White
55,2012,Hard work,Middle class,Excellent,Female,16,White
8,2012,Hard work,Working class,Fair,Female,12,Hispanic
,2012,Hard work,Working class,Excellent,Female,16,White
39,2012,Hard work,Working class,Good,Female,17,Hispanic
37,2012,Hard work,Middle class,Excellent,Female,17,White
,2012,Luck or help,Lower class,Good,Female,15,White
40,2012,Hard work,Middle class,Fair,Male,20,White
5,2012,Both equally,Middle class,Excellent,Female,18,White
20,2012,Luck or help,Working class,Good,Female,15,White
,2012,Hard work,Middle class,Good,Male,16,White
68,2012,Hard work,Middle class,Good,Female,12,White
40,2012,Hard work,Working class,Good,Male,12,White
45,2012,Hard work,Middle class,Good,Female,13,White
,2012,Hard work,Middle class,Good,Male,12,White
,2012,Hard work,Working class,Good,Female,14,White
,2012,Hard work,Working class,Excellent,Female,15,White
40,2012,Hard work,Middle class,Fair,Female,12,Black
70,2012,Hard work,Middle class,Excellent,Female,12,White
,2012,Luck or help,Middle class,Good,Female,9,White
50,2012,Hard work,Working class,Good,Female,20,White
,2012,Hard work,Middle class,Excellent,Female,14,White
50,2012,Hard work,Middle class,Good,Female,12,White
,2012,Both equally,Middle class,Good,Female,18,White
40,2012,Hard work,Working class,Fair,Male,14,White
,2012,Hard work,Working class,Good,Male,12,Black
36,2012,Luck or help,Working class,Poor,Male,8,Hispanic
,2012,Luck or help,Middle class,Excellent,Male,16,Other
36,2012,Luck or help,,Good,Female,16,Hispanic
25,2012,Hard work,Working class,Excellent,Male,13,White
12,2012,Luck or help,Working class,Good,Female,12,White
40,2012,Both equally,Middle class,Excellent,Female,13,White
,2012,Hard work,Lower class,Good,Female,12,White
59,2012,Both equally,Working class,Fair,Male,16,White
40,2012,Both equally,Middle class,Good,Female,13,White
40,2012,Hard work,Middle class,Excellent,Female,18,White
,2012,Both equally,Middle class,Fair,Female,10,White
,2012,Hard work,Middle class,Excellent,Female,7,White
50,2012,Hard work,Middle class,Excellent,Female,16,White
65,2012,Both equally,Middle class,Good,Male,17,White
40,2012,Hard work,Working class,Good,Female,8,Other
52,2012,Luck or help,Middle class,Fair,Male,12,White
50,2012,Both equally,Middle class,Fair,Male,16,White
,2012,Luck or help,Lower class,Excellent,Male,20,White
,2012,Both equally,Lower class,Fair,Female,16,White
,2012,Hard work,Working class,Good,Female,16,Black
45,2012,Both equally,Middle class,Fair,Female,18,White
,2012,Hard work,Middle class,Poor,Female,11,White
40,2012,Both equally,Middle class,Good,Female,20,White
40,2012,Hard work,Working class,Excellent,Male,13,White
,2012,Both equally,Middle class,Excellent,Male,20,White
40,2012,Hard work,Middle class,Excellent,Female,16,White
,2012,Hard work,Middle class,Good,Male,9,White
,2012,Hard work,Middle class,Excellent,Male,10,White
4,2012,Both equally,Lower class,Good,Male,14,White
,2012,Hard work,Middle class,Fair,Female,10,Other
,2012,Hard work,Working class,Fair,Female,13,Black
40,2012,Luck or help,Middle class,Excellent,Male,12,White
,2012,Hard work,Working class,Excellent,Male,8,White
,2012,Hard work,Working class,Good,Female,10,White
,2012,Hard work,Middle class,Good,Male,15,White
,2012,Luck or help,Working class,Poor,Female,12,White
55,2012,Both equally,Middle class,Good,Female,17,White
45,2012,Hard work,Middle class,Excellent,Female,19,White
22,2012,Hard work,Middle class,Excellent,Female,16,White
52,2012,Hard work,Working class,Good,Female,12,White
60,2012,Hard work,Middle class,Good,Male,14,White
8,2012,Hard work,Middle class,Fair,Male,14,White
24,2012,Luck or help,Working class,Excellent,Male,12,White
,2012,Hard work,Working class,Good,Male,13,Black
40,2012,Hard work,Upper class,Excellent,Female,16,Black
,2012,Hard work,Working class,Fair,Female,11,Black
,2012,Hard work,Working class,Poor,Female,12,White
,2012,Both equally,Lower class,Fair,Female,12,Black
,2012,Hard work,Middle class,Good,Female,12,White
45,2012,Both equally,Middle class,Excellent,Male,20,White
50,2012,Hard work,Middle class,Excellent,Female,16,White
50,2012,Hard work,Middle class,Excellent,Female,18,White
,2012,Hard work,Middle class,Good,Female,12,White
70,2012,Hard work,Middle class,Excellent,Male,14,White
40,2012,Hard work,Middle class,Excellent,Male,12,White
52,2012,Hard work,Working class,Good,Female,12,White
20,2012,Hard work,Lower class,Fair,Male,12,White
17,2012,Hard work,Middle class,Good,Female,9,White
35,2012,Hard work,Middle class,Good,Female,14,White
,2012,Hard work,Middle class,Good,Female,11,Black
40,2012,Both equally,Working class,Good,Female,15,White
,2012,Hard work,Middle class,Good,Female,12,Black
,2012,Hard work,Lower class,Fair,Female,12,White
24,2012,Hard work,Working class,Excellent,Female,3,Hispanic
40,2012,Both equally,Working class,Poor,Male,11,White
20,2012,Hard work,Middle class,Good,Female,17,White
,2012,Hard work,Middle class,Good,Male,18,White
30,2012,Both equally,Working class,Excellent,Female,12,White
68,2012,Hard work,Working class,Good,Male,16,White
20,2012,Both equally,Middle class,Excellent,Female,12,White
,2012,Hard work,Working class,Good,Male,9,White
20,2012,Hard work,Lower class,Excellent,Male,10,White
,2012,Hard work,Middle class,Fair,Female,9,White
,2012,Hard work,Middle class,Excellent,Male,17,White
48,2012,Hard work,Working class,Good,Male,16,White
60,2012,Luck or help,Working class,Good,Female,14,White
32,2012,Both equally,Middle class,Excellent,Male,20,White
,2012,Both equally,Working class,Good,Female,17,White
40,2012,Hard work,Middle class,Excellent,Female,16,White
,2012,Hard work,Middle class,Fair,Female,12,White
40,2012,Hard work,Working class,Excellent,Female,12,White
,2012,Both equally,Middle class,Fair,Female,14,White
65,2012,Hard work,Middle class,Excellent,Female,16,White
40,2012,Both equally,Working class,Fair,Male,16,White
,2012,Hard work,Working class,Good,Female,14,Black
32,2012,Hard work,Working class,Fair,Male,6,Hispanic
,2012,Hard work,Middle class,Fair,Female,14,Black
48,2012,Hard work,Working class,Good,Female,14,White
,2012,Hard work,Middle class,Excellent,Female,16,White
40,2012,Hard work,Working class,Good,Female,12,Black
40,2012,Hard work,Middle class,Good,Female,15,Black
40,2012,Hard work,Upper class,Excellent,Female,13,Black
,2012,Hard work,Lower class,Poor,Female,11,White
,2012,Hard work,Middle class,Fair,Female,16,Black
,2012,Hard work,Middle class,Fair,Male,12,White
43,2012,Hard work,Middle class,Excellent,Male,11,Black
