"county_fips","name","hhincome"
5039,"Dallas County, AR",28366
47011,"Bradley County, TN",28361
12083,"Marion County, FL",28357
47177,"Warren County, TN",28355
13201,"Miller County, GA",28343
5099,"Nevada County, AR",28341
13003,"Atkinson County, GA",28341
51630,"Fredericksburg city, VA",28337
21117,"Kenton County, KY",28336
47009,"Blount County, TN",28334
22031,"De Soto Parish, LA",28329
13123,"Gilmer County, GA",28324
21013,"Bell County, KY",28321
22033,"East Baton Rouge Parish, LA",28318
13025,"Brantley County, GA",28310
12069,"Lake County, FL",28301
28115,"Pontotoc County, MS",28301
12003,"Baker County, FL",28280
26021,"Berrien County, MI",28273
72057,"Guayama Municipio, PR",28272
21047,"Christian County, KY",28264
51820,"Waynesboro city, VA",28258
48309,"McLennan County, TX",28257
47139,"Polk County, TN",28255
13001,"Appling County, GA",28245
24019,"Dorchester County, MD",28234
39145,"Scioto County, OH",28231
24011,"Caroline County, MD",28227
5037,"Cross County, AR",28224
17127,"Massac County, IL",28221
47121,"Meigs County, TN",28214
13045,"Carroll County, GA",28208
28059,"Jackson County, MS",28206
28089,"Madison County, MS",28190
1033,"Colbert County, AL",28190
12047,"Hamilton County, FL",28190
21205,"Rowan County, KY",28188
45013,"Beaufort County, SC",28185
51109,"Louisa County, VA",28177
12075,"Levy County, FL",28165
21137,"Lincoln County, KY",28161
35039,"Rio Arriba County, NM",28159
18067,"Howard County, IN",28154
37125,"Moore County, NC",28153
13129,"Gordon County, GA",28143
1111,"Randolph County, AL",28139
5003,"Ashley County, AR",28118
29069,"Dunklin County, MO",28118
29143,"New Madrid County, MO",28116
47135,"Perry County, TN",28114
12057,"Hillsborough County, FL",28111
47005,"Benton County, TN",28110
51530,"Buena Vista city, VA",28102
21097,"Harrison County, KY",28096
13097,"Douglas County, GA",28095
40001,"Adair County, OK",28080
47125,"Montgomery County, TN",28077
48037,"Bowie County, TX",28074
28145,"Union County, MS",28058
12001,"Alachua County, FL",28055
13195,"Madison County, GA",28052
21023,"Bracken County, KY",28019
2110,"Juneau City and Borough, AK",28015
13143,"Haralson County, GA",28013
34001,"Atlantic County, NJ",28012
12089,"Nassau County, FL",27999
47089,"Jefferson County, TN",27998
13267,"Tattnall County, GA",27997
28157,"Wilkinson County, MS",27994
26145,"Saginaw County, MI",27988
5091,"Miller County, AR",27976
28101,"Newton County, MS",27969
37037,"Chatham County, NC",27962
13069,"Coffee County, GA",27957
12063,"Jackson County, FL",27951
47143,"Rhea County, TN",27941
39035,"Cuyahoga County, OH",27937
21021,"Boyle County, KY",27937
54047,"McDowell County, WV",27927
28065,"Jefferson Davis County, MS",27923
21151,"Madison County, KY",27916
39101,"Marion County, OH",27908
51650,"Hampton city, VA",27902
1091,"Marengo County, AL",27897
34011,"Cumberland County, NJ",27868
13283,"Treutlen County, GA",27866
12077,"Liberty County, FL",27864
35053,"Socorro County, NM",27862
47119,"Maury County, TN",27842
28125,"Sharkey County, MS",27840
51111,"Lunenburg County, VA",27831
13181,"Lincoln County, GA",27830
47185,"White County, TN",27828
13153,"Houston County, GA",27819
5011,"Bradley County, AR",27816
39095,"Lucas County, OH",27814
1107,"Pickens County, AL",27814
26025,"Calhoun County, MI",27813
13169,"Jones County, GA",27804
37137,"Pamlico County, NC",27791
1103,"Morgan County, AL",27790
12125,"Union County, FL",27784
51045,"Craig County, VA",27781
35006,"Cibola County, NM",27772
47073,"Hawkins County, TN",27767
28055,"Issaquena County, MS",27764
17143,"Peoria County, IL",27741
54011,"Cabell County, WV",27739
28071,"Lafayette County, MS",27736
51089,"Henry County, VA",27714
17163,"St. Clair County, IL",27711
12111,"St. Lucie County, FL",27698
13179,"Liberty County, GA",27687
1099,"Monroe County, AL",27675
13145,"Harris County, GA",27665
5043,"Drew County, AR",27654
21025,"Breathitt County, KY",27653
1035,"Conecuh County, AL",27638
29095,"Jackson County, MO",27636
5103,"Ouachita County, AR",27624
1053,"Escambia County, AL",27619
28003,"Alcorn County, MS",27607
12033,"Escambia County, FL",27584
51830,"Williamsburg city, VA",27576
13015,"Bartow County, GA",27574
28113,"Pike County, MS",27571
37033,"Caswell County, NC",27559
12081,"Manatee County, FL",27557
51620,"Franklin city, VA",27546
18143,"Scott County, IN",27544
13055,"Chattooga County, GA",27540
4021,"Pinal County, AZ",27522
13005,"Bacon County, GA",27520
21239,"Woodford County, KY",27509
1083,"Limestone County, AL",27496
47171,"Unicoi County, TN",27487
21235,"Whitley County, KY",27482
6025,"Imperial County, CA",27479
21131,"Leslie County, KY",27475
45051,"Horry County, SC",27464
12105,"Polk County, FL",27457
47155,"Sevier County, TN",27448
42101,"Philadelphia County, PA",27442
21065,"Estill County, KY",27416
1109,"Pike County, AL",27410
37139,"Pasquotank County, NC",27407
13221,"Oglethorpe County, GA",27386
47173,"Union County, TN",27384
51640,"Galax city, VA",27380
37151,"Randolph County, NC",27376
21193,"Perry County, KY",27375
28047,"Harrison County, MS",27371
1019,"Cherokee County, AL",27370
13183,"Long County, GA",27369
28069,"Kemper County, MS",27364
12013,"Calhoun County, FL",27363
13305,"Wayne County, GA",27355
13295,"Walker County, GA",27351
28097,"Montgomery County, MS",27349
18177,"Wayne County, IN",27344
45071,"Newberry County, SC",27336
45003,"Aiken County, SC",27332
1123,"Tallapoosa County, AL",27329
22117,"Washington Parish, LA",27326
21079,"Garrard County, KY",27326
37111,"McDowell County, NC",27325
12093,"Okeechobee County, FL",27320
1055,"Etowah County, AL",27310
21119,"Knott County, KY",27304
13017,"Ben Hill County, GA",27300
12123,"Taylor County, FL",27287
10003,"New Castle County, DE",27280
13091,"Dodge County, GA",27278
47049,"Fentress County, TN",27273
45045,"Greenville County, SC",27271
12119,"Sumter County, FL",27269
45019,"Charleston County, SC",27268
51083,"Halifax County, VA",27263
22073,"Ouachita Parish, LA",27262
1081,"Lee County, AL",27257
13197,"Marion County, GA",27250
45055,"Kershaw County, SC",27232
21073,"Franklin County, KY",27214
37049,"Craven County, NC",27212
45081,"Saluda County, SC",27210
13315,"Wilcox County, GA",27205
29133,"Mississippi County, MO",27193
21017,"Bourbon County, KY",27186
13307,"Webster County, GA",27171
1089,"Madison County, AL",27160
1007,"Bibb County, AL",27158
37041,"Chowan County, NC",27154
37013,"Beaufort County, NC",27129
37185,"Warren County, NC",27119
45001,"Abbeville County, SC",27119
51750,"Radford city, VA",27118
21111,"Jefferson County, KY",27115
55079,"Milwaukee County, WI",27111
5067,"Jackson County, AR",27107
28123,"Scott County, MS",27104
51131,"Northampton County, VA",27100
12073,"Leon County, FL",27088
21197,"Powell County, KY",27073
72061,"Guaynabo Municipio, PR",27069
51700,"Newport News city, VA",27046
5027,"Columbia County, AR",27036
51053,"Dinwiddie County, VA",27032
37069,"Franklin County, NC",27024
37187,"Washington County, NC",27019
13207,"Monroe County, GA",27016
1015,"Calhoun County, AL",26996
51025,"Brunswick County, VA",26996
21209,"Scott County, KY",26985
47059,"Greene County, TN",26977
1001,"Autauga County, AL",26977
51147,"Prince Edward County, VA",26973
28061,"Jasper County, MS",26964
51029,"Buckingham County, VA",26960
26121,"Muskegon County, MI",26957
13149,"Heard County, GA",26957
47045,"Dyer County, TN",26950
28035,"Forrest County, MS",26933
39047,"Fayette County, OH",26923
72119,"Rio Grande Municipio, PR",26916
37191,"Wayne County, NC",26908
5111,"Poinsett County, AR",26888
37025,"Cabarrus County, NC",26883
51135,"Nottoway County, VA",26878
13155,"Irwin County, GA",26870
28095,"Monroe County, MS",26869
21173,"Montgomery County, KY",26866
13077,"Coweta County, GA",26864
21067,"Fayette County, KY",26863
45077,"Pickens County, SC",26859
51183,"Sussex County, VA",26837
47019,"Carter County, TN",26832
47093,"Knox County, TN",26827
13299,"Ware County, GA",26821
13279,"Toombs County, GA",26811
5041,"Desha County, AR",26804
51117,"Mecklenburg County, VA",26802
28081,"Lee County, MS",26800
37141,"Pender County, NC",26787
18041,"Fayette County, IN",26776
28009,"Benton County, MS",26776
37085,"Harnett County, NC",26765
5057,"Hempstead County, AR",26759
39049,"Franklin County, OH",26756
5001,"Arkansas County, AR",26756
72051,"Dorado Municipio, PR",26753
45029,"Colleton County, SC",26749
47053,"Gibson County, TN",26733
37015,"Bertie County, NC",26731
37127,"Nash County, NC",26713
37023,"Burke County, NC",26713
37163,"Sampson County, NC",26712
47167,"Tipton County, TN",26707
12051,"Hendry County, FL",26702
37035,"Catawba County, NC",26701
45027,"Clarendon County, SC",26700
1097,"Mobile County, AL",26694
21051,"Clay County, KY",26690
5139,"Union County, AR",26686
37109,"Lincoln County, NC",26639
1067,"Henry County, AL",26635
18053,"Grant County, IN",26627
39141,"Ross County, OH",26614
45091,"York County, SC",26599
37047,"Columbus County, NC",26587
1069,"Houston County, AL",26583
51680,"Lynchburg city, VA",26582
47063,"Hamblen County, TN",26577
13087,"Decatur County, GA",26577
37001,"Alamance County, NC",26565
13321,"Worth County, GA",26554
13297,"Walton County, GA",26545
45007,"Anderson County, SC",26541
13233,"Polk County, GA",26539
37129,"New Hanover County, NC",26531
20209,"Wyandotte County, KS",26528
39061,"Hamilton County, OH",26520
1013,"Butler County, AL",26516
13115,"Floyd County, GA",26510
47163,"Sullivan County, TN",26509
47013,"Campbell County, TN",26502
45017,"Calhoun County, SC",26477
12027,"DeSoto County, FL",26470
13313,"Whitfield County, GA",26463
13131,"Grady County, GA",26451
47179,"Washington County, TN",26449
47091,"Johnson County, TN",26446
13317,"Wilkes County, GA",26440
39131,"Pike County, OH",26433
1125,"Tuscaloosa County, AL",26432
51049,"Cumberland County, VA",26429
47145,"Roane County, TN",26428
18035,"Delaware County, IN",26427
21113,"Jessamine County, KY",26411
1121,"Talladega County, AL",26409
39023,"Clark County, OH",26383
72035,"Cayey Municipio, PR",26378
1065,"Hale County, AL",26370
13185,"Lowndes County, GA",26352
21147,"McCreary County, KY",26341
47153,"Sequatchie County, TN",26328
45085,"Sumter County, SC",26326
13309,"Wheeler County, GA",26325
13171,"Lamar County, GA",26316
51540,"Charlottesville city, VA",26311
47037,"Davidson County, TN",26291
13031,"Bulloch County, GA",26291
6003,"Alpine County, CA",26275
12007,"Bradford County, FL",26257
12023,"Columbia County, FL",26234
13161,"Jeff Davis County, GA",26233
26049,"Genesee County, MI",26226
13053,"Chattahoochee County, GA",26224
5077,"Lee County, AR",26215
37145,"Person County, NC",26214
28017,"Chickasaw County, MS",26206
13125,"Glascock County, GA",26206
5147,"Woodruff County, AR",26203
28117,"Prentiss County, MS",26202
28137,"Tate County, MS",26196
35031,"McKinley County, NM",26193
45083,"Spartanburg County, SC",26191
37117,"Martin County, NC",26189
51670,"Hopewell city, VA",26184
13033,"Burke County, GA",26176
47097,"Lauderdale County, TN",26170
28105,"Oktibbeha County, MS",26159
37019,"Brunswick County, NC",26153
18095,"Madison County, IN",26124
37057,"Davidson County, NC",26123
13035,"Butts County, GA",26114
51155,"Pulaski County, VA",26091
37161,"Rutherford County, NC",26090
37097,"Iredell County, NC",26087
47065,"Hamilton County, TN",26074
46017,"Buffalo County, SD",26070
13251,"Screven County, GA",26051
22017,"Caddo Parish, LA",26045
12107,"Putnam County, FL",26041
1037,"Coosa County, AL",26037
13271,"Telfair County, GA",26034
13105,"Elbert County, GA",26029
28051,"Holmes County, MS",26027
39113,"Montgomery County, OH",26015
51800,"Suffolk city, VA",26014
37119,"Mecklenburg County, NC",26008
28163,"Yazoo County, MS",25978
5073,"Lafayette County, AR",25974
45089,"Williamsburg County, SC",25955
37105,"Lee County, NC",25954
37123,"Montgomery County, NC",25953
13275,"Thomas County, GA",25885
21075,"Fulton County, KY",25880
37131,"Northampton County, NC",25839
47029,"Cocke County, TN",25827
45043,"Georgetown County, SC",25823
13175,"Laurens County, GA",25818
22091,"St. Helena Parish, LA",25811
12029,"Dixie County, FL",25810
28103,"Noxubee County, MS",25804
72113,"Ponce Municipio, PR",25789
13027,"Brooks County, GA",25784
45041,"Florence County, SC",25783
12065,"Jefferson County, FL",25780
28029,"Copiah County, MS",25738
45025,"Chesterfield County, SC",25732
13253,"Seminole County, GA",25724
2016,"Aleutians West Census Area, AK",25710
12031,"Duval County, FL",25707
1005,"Barbour County, AL",25696
1131,"Wilcox County, AL",25685
28063,"Jefferson County, MS",25681
22067,"Morehouse Parish, LA",25676
22035,"East Carroll Parish, LA",25653
11001,"District of Columbia, DC",25636
13127,"Glynn County, GA",25627
37077,"Granville County, NC",25625
37051,"Cumberland County, NC",25618
13213,"Murray County, GA",25618
28149,"Warren County, MS",25613
2013,"Aleutians East Borough, AK",25596
45059,"Laurens County, SC",25578
45075,"Orangeburg County, SC",25569
13023,"Bleckley County, GA",25567
28099,"Neshoba County, MS",25565
28161,"Yalobusha County, MS",25552
13079,"Crawford County, GA",25530
45049,"Hampton County, SC",25524
37083,"Halifax County, NC",25512
47069,"Hardeman County, TN",25503
28075,"Lauderdale County, MS",25502
21049,"Clark County, KY",25468
13071,"Colquitt County, GA",25468
51710,"Norfolk city, VA",25456
37081,"Guilford County, NC",25452
37147,"Pitt County, NC",25448
5119,"Pulaski County, AR",25438
37017,"Bladen County, NC",25427
45037,"Edgefield County, SC",25423
13189,"McDuffie County, GA",25416
13211,"Morgan County, GA",25368
26163,"Wayne County, MI",25364
12045,"Gulf County, FL",25356
5017,"Chicot County, AR",25333
13205,"Mitchell County, GA",25323
1011,"Bullock County, AL",25308
13289,"Twiggs County, GA",25273
37067,"Forsyth County, NC",25261
72043,"Coamo Municipio, PR",25249
13191,"McIntosh County, GA",25235
13209,"Montgomery County, GA",25225
13109,"Evans County, GA",25223
13043,"Candler County, GA",25214
13217,"Newton County, GA",25213
28159,"Winston County, MS",25208
21189,"Owsley County, KY",25188
47113,"Madison County, TN",25186
37079,"Greene County, NC",25186
37195,"Wilson County, NC",25173
1119,"Sumter County, AL",25165
13165,"Jenkins County, GA",25155
18097,"Marion County, IN",25143
51740,"Portsmouth city, VA",25131
1073,"Jefferson County, AL",25128
13051,"Chatham County, GA",25115
13235,"Pulaski County, GA",25110
45047,"Greenwood County, SC",25109
28043,"Grenada County, MS",25107
28087,"Lowndes County, MS",25096
13293,"Upson County, GA",25059
72041,"Cidra Municipio, PR",25051
72135,"Toa Alta Municipio, PR",25036
37159,"Rowan County, NC",25019
13075,"Cook County, GA",25007
45087,"Union County, SC",24987
45057,"Lancaster County, SC",24971
37153,"Richmond County, NC",24964
45065,"McCormick County, SC",24961
37071,"Gaston County, NC",24951
13059,"Clarke County, GA",24942
28011,"Bolivar County, MS",24926
13199,"Meriwether County, GA",24905
51081,"Greensville County, VA",24875
29155,"Pemiscot County, MO",24855
22071,"Orleans Parish, LA",24841
37107,"Lenoir County, NC",24833
13159,"Jasper County, GA",24824
13287,"Turner County, GA",24818
13263,"Talbot County, GA",24811
5093,"Mississippi County, AR",24793
1017,"Chambers County, AL",24779
37157,"Rockingham County, NC",24757
13163,"Jefferson County, GA",24755
13133,"Greene County, GA",24751
13225,"Peach County, GA",24750
37007,"Anson County, NC",24736
22065,"Madison Parish, LA",24687
5123,"St. Francis County, AR",24656
12037,"Franklin County, FL",24646
4001,"Apache County, AZ",24631
72099,"Moca Municipio, PR",24616
72015,"Arroyo Municipio, PR",24616
13173,"Lanier County, GA",24580
13065,"Clinch County, GA",24578
13269,"Taylor County, GA",24576
37027,"Caldwell County, NC",24555
13099,"Early County, GA",24540
12079,"Madison County, FL",24536
45061,"Lee County, SC",24516
13285,"Troup County, GA",24515
37091,"Hertford County, NC",24511
45031,"Darlington County, SC",24506
37045,"Cleveland County, NC",24499
72079,"Lajas Municipio, PR",24479
45023,"Chester County, SC",24467
51770,"Roanoke city, VA",24466
45079,"Richland County, SC",24418
72063,"Gurabo Municipio, PR",24408
45011,"Barnwell County, SC",24392
45067,"Marion County, SC",24373
1105,"Perry County, AL",24365
13063,"Clayton County, GA",24364
5069,"Jefferson County, AR",24344
1047,"Dallas County, AL",24298
28093,"Marshall County, MS",24285
13277,"Tift County, GA",24237
72033,"Catano Municipio, PR",24237
13093,"Dooly County, GA",24202
13193,"Macon County, GA",24175
72023,"Cabo Rojo Municipio, PR",24173
13243,"Randolph County, GA",24168
72021,"Bayamon Municipio, PR",24160
37063,"Durham County, NC",24151
13303,"Washington County, GA",24131
13245,"Richmond County, GA",24116
47047,"Fayette County, TN",24114
13215,"Muscogee County, GA",24109
45021,"Cherokee County, SC",24104
51590,"Danville city, VA",24075
13255,"Spalding County, GA",24008
45053,"Jasper County, SC",23961
13237,"Putnam County, GA",23939
47095,"Lake County, TN",23839
13261,"Sumter County, GA",23818
5035,"Crittenden County, AR",23807
1113,"Russell County, AL",23802
13037,"Calhoun County, GA",23688
28107,"Panola County, MS",23687
13061,"Clay County, GA",23674
45039,"Fairfield County, SC",23631
1085,"Lowndes County, AL",23628
13081,"Crisp County, GA",23561
45033,"Dillon County, SC",23555
13009,"Baldwin County, GA",23554
45009,"Bamberg County, SC",23544
28049,"Hinds County, MS",23523
13089,"DeKalb County, GA",23508
72019,"Barranquitas Municipio, PR",23507
45069,"Marlboro County, SC",23489
1063,"Greene County, AL",23480
72137,"Toa Baja Municipio, PR",23473
13121,"Fulton County, GA",23455
72031,"Carolina Municipio, PR",23447
72055,"Guanica Municipio, PR",23425
13007,"Baker County, GA",23419
1101,"Montgomery County, AL",23400
29510,"St. Louis city, MO",23396
28025,"Clay County, MS",23371
72089,"Luquillo Municipio, PR",23358
72101,"Morovis Municipio, PR",23355
37065,"Edgecombe County, NC",23329
72073,"Jayuya Municipio, PR",23311
28119,"Quitman County, MS",23306
72059,"Guayanilla Municipio, PR",23270
72025,"Caguas Municipio, PR",23247
28135,"Tallahatchie County, MS",23232
28027,"Coahoma County, MS",23149
37181,"Vance County, NC",23019
13301,"Warren County, GA",22986
46041,"Dewey County, SD",22934
13021,"Bibb County, GA",22928
13319,"Wilkinson County, GA",22919
5107,"Phillips County, AR",22862
17003,"Alexander County, IL",22858
72039,"Ciales Municipio, PR",22824
37155,"Robeson County, NC",22736
24510,"Baltimore city, MD",22729
72131,"San Sebastian Municipio, PR",22721
28083,"Leflore County, MS",22711
28133,"Sunflower County, MS",22686
13259,"Stewart County, GA",22679
51595,"Emporia city, VA",22662
13265,"Taliaferro County, GA",22662
72103,"Naguabo Municipio, PR",22597
47075,"Haywood County, TN",22589
28151,"Washington County, MS",22513
72071,"Isabela Municipio, PR",22478
47157,"Shelby County, TN",22453
13239,"Quitman County, GA",22378
13141,"Hancock County, GA",22318
37093,"Hoke County, NC",22227
28021,"Claiborne County, MS",22206
28053,"Humphreys County, MS",22187
1087,"Macon County, AL",22137
51690,"Martinsville city, VA",22043
72115,"Quebradillas Municipio, PR",22036
45005,"Allendale County, SC",22019
13095,"Dougherty County, GA",21903
13273,"Terrell County, GA",21771
51760,"Richmond city, VA",21698
37165,"Scotland County, NC",21681
2068,"Denali Borough, AK",21633
72027,"Camuy Municipio, PR",21572
51730,"Petersburg city, VA",21551
72075,"Juana Diaz Municipio, PR",21470
72081,"Lares Municipio, PR",21450
2164,"Lake and Peninsula Borough, AK",21399
12039,"Gadsden County, FL",21282
72007,"Aguas Buenas Municipio, PR",21191
2070,"Dillingham Census Area, AK",21183
72139,"Trujillo Alto Municipio, PR",21133
72053,"Fajardo Municipio, PR",21116
72129,"San Lorenzo Municipio, PR",21115
46121,"Todd County, SD",20748
2060,"Bristol Bay Borough, AK",20660
72109,"Patillas Municipio, PR",20585
72153,"Yauco Municipio, PR",20567
2198,"Prince of Wales-Hyder Census Area, AK",20419
72107,"Orocovis Municipio, PR",20340
8079,"Mineral County, CO",19981
28143,"Tunica County, MS",19833
38085,"Sioux County, ND",19803
2185,"North Slope Borough, AK",19349
72141,"Utuado Municipio, PR",18938
72123,"Salinas Municipio, PR",18808
2290,"Yukon-Koyukuk Census Area, AK",18385
55078,"Menominee County, WI",17926
72065,"Hatillo Municipio, PR",17874
72037,"Ceiba Municipio, PR",17787
72085,"Las Piedras Municipio, PR",17655
72143,"Vega Alta Municipio, PR",17243
72003,"Aguada Municipio, PR",16515
72009,"Aibonito Municipio, PR",16313
72151,"Yabucoa Municipio, PR",16130
72105,"Naranjito Municipio, PR",15902
72145,"Vega Baja Municipio, PR",15799
72121,"Sabana Grande Municipio, PR",15735
72095,"Maunabo Municipio, PR",15664
72069,"Humacao Municipio, PR",15617
2180,"Nome Census Area, AK",15412
46102,"Oglala Lakota County, SD",15401
2050,"Bethel Census Area, AK",15102
2188,"Northwest Arctic Borough, AK",14825
72077,"Juncos Municipio, PR",14806
2105,"Hoonah-Angoon Census Area, AK",14361
72091,"Manati Municipio, PR",14359
72087,"Loiza Municipio, PR",14338
72029,"Canovanas Municipio, PR",14053
72133,"Santa Isabel Municipio, PR",14029
72117,"Rincon Municipio, PR",13456
72045,"Comerio Municipio, PR",12234
2158,"Kusilvak Census Area, AK",12230
72149,"Villalba Municipio, PR",11908
2282,"Yakutat City and Borough, AK",4843
72001,"Adjuntas Municipio, PR",1032
48269,"King County, TX",NA
72054,"Florida Municipio, PR",NA
72147,"Vieques Municipio, PR",NA
72083,"Las Marias Municipio, PR",NA
72017,"Barceloneta Municipio, PR",NA
15005,"Kalawao County, HI",NA
30069,"Petroleum County, MT",NA
48301,"Loving County, TX",NA
31005,"Arthur County, NE",NA
72067,"Hormigueros Municipio, PR",NA
72049,"Culebra Municipio, PR",NA
72093,"Maricao Municipio, PR",NA
